sentence_id,text,aspect_terms,aspect_categories
2441#4,"An'anaga aylangan yoki restoranga bog'liq bo'lgan taomlarni uzoq vaqt xizmat qilishiga ishonchim komil emas, lekin bu qadrlanmagan.","[{'from': 70, 'polarity': 'negative', 'term': 'xizmat', 'to': 76}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1099#2,"Mazali, har doim ko'p odamlar","[{'from': 17, 'polarity': 'neutral', 'term': ""ko'p odamlar"", 'to': 29}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'neutral'}]"
878#1,Ploblar tezlik bilan yaratilgan.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ploblar', 'to': 7}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2718#1,"Jonli musiqa, chiroyli interyer, mazali 👍","[{'from': 0, 'polarity': 'positive', 'term': 'Jonli musiqa', 'to': 12}
 {'from': 23, 'polarity': 'positive', 'term': 'interyer', 'to': 31}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2035#1,turk oshxonasi,"[{'from': 5, 'polarity': 'neutral', 'term': 'oshxonasi', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
753#1,"Tashrif qilmang, yomon xizmat va qimmat","[{'from': 23, 'polarity': 'negative', 'term': 'xizmat', 'to': 29}]","[{'category': 'boshqalar', 'polarity': 'negative'}
 {'category': 'xizmat', 'polarity': 'negative'}
 {'category': 'narx', 'polarity': 'negative'}]"
2876#1,Xizmat ular xohlagandek emas.,"[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
382#1,"Toshkentdagi eng zo'r arab va ko'rfaz restorani, taomlari zo'r va narxlar juda zo'r.","[{'from': 66, 'polarity': 'negative', 'term': 'narxlar', 'to': 73}
 {'from': 38, 'polarity': 'positive', 'term': 'restorani', 'to': 47}
 {'from': 49, 'polarity': 'positive', 'term': 'taomlari', 'to': 57}]","[{'category': 'narx', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2070#1,Turk ta'miga yaqin go'zal restoran ...,"[{'from': 26, 'polarity': 'positive', 'term': 'restoran', 'to': 34}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2833#1,Afg'on oshi mazali,"[{'from': 0, 'polarity': 'positive', 'term': ""Afg'on oshi"", 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
716#1,Mazali osh.,"[{'from': 7, 'polarity': 'positive', 'term': 'osh', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2806#8,Va menyudagi eng qimmat narsalardan biri?,"[{'from': 24, 'polarity': 'negative', 'term': 'narsalardan biri', 'to': 40}]","[{'category': 'narx', 'polarity': 'negative'}]"
1792#1,Juda yaxshi oilaviy restoran.,"[{'from': 20, 'polarity': 'positive', 'term': 'restoran', 'to': 28}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2056#2,Turk musiqasi yangrayapti va bu ajoyib!,"[{'from': 5, 'polarity': 'positive', 'term': 'musiqasi', 'to': 13}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2172#6,"Umuman olganda, ish uchrashuvlari uchun juda yaxshi joy.","[{'from': 52, 'polarity': 'positive', 'term': 'joy', 'to': 55}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1343#1,Bolalar bilan juda yaxshi joy,"[{'from': 26, 'polarity': 'positive', 'term': 'joy', 'to': 29}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2850#2,Faqat ofitsiantlar juda xushmuomala va yaxshi.,"[{'from': 6, 'polarity': 'positive', 'term': 'ofitsiantlar', 'to': 18}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1306#1,Yaxshi ovqat,"[{'from': 7, 'polarity': 'positive', 'term': 'ovqat', 'to': 12}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
922#3,"Odamlar Ko'p Menga juda yoqdi, yozda va balki bahorda qaytaman!","[{'from': 32, 'polarity': 'neutral', 'term': 'yozda va balki bahorda', 'to': 54}
 {'from': 0, 'polarity': 'neutral', 'term': 'Odamlar', 'to': 7}]","[{'category': 'muhit', 'polarity': 'neutral'}
 {'category': 'boshqalar', 'polarity': 'positive'}]"
238#6,"Xodimlar har tomonlama e'tibor go'zal, kechki ovqat paytida sizning xizmatingizda bo'lishadi.","[{'from': 0, 'polarity': 'positive', 'term': 'Xodimlar', 'to': 8}
 {'from': 39, 'polarity': 'positive', 'term': 'kechki ovqat paytida', 'to': 59}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
9#2,Xizmat yaxshi emas edi.,"[{'from': 1, 'polarity': 'negative', 'term': 'Xizmat', 'to': 7}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1571#3,Mazali qo'ziqorin pyuresi sho'rvasi 2.,"[{'from': 5, 'polarity': 'positive', 'term': ""i qo'ziqorin pyuresi sho'rvasi"", 'to': 35}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1398#2,va qimmat.,[],"[{'category': 'narx', 'polarity': 'negative'}]"
832#12,Vaqt sinovidan o'tgan joyni buyurtma qilish yaxshiroqdir.,"[{'from': 22, 'polarity': 'positive', 'term': 'joyni', 'to': 27}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2419#1,Toshkentdagi eng yaxshi restoran,"[{'from': 24, 'polarity': 'positive', 'term': 'restoran', 'to': 32}]","[{'category': 'muhit', 'polarity': 'positive'}]"
820#4,"Salatlar ham charchagan, ayniqsa achiq-chuchuk .","[{'from': 0, 'polarity': 'negative', 'term': 'Salatlar', 'to': 8}
 {'from': 33, 'polarity': 'negative', 'term': 'achiq-chuchuk', 'to': 46}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
1021#2,Ularda telefon orqali buyurtmalarni qabul qiladigan va hech qachon o'z vaqtida bo'lmagan odamlar yo'q.,"[{'from': 22, 'polarity': 'negative', 'term': 'buyurtmalarni', 'to': 35}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
452#1,"Taomlari juda mazali, ichi chiroyli, xizmat tez 😊 Menimcha bu restoran hammaga yoqadi","[{'from': 0, 'polarity': 'positive', 'term': 'Taomlari', 'to': 8}
 {'from': 22, 'polarity': 'positive', 'term': 'ichi', 'to': 26}
 {'from': 37, 'polarity': 'positive', 'term': 'xizmat', 'to': 43}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
2334#1,"Ovqat yaxshi👍, lekin naqd pul bo'lishi kerak 😁","[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}
 {'from': 23, 'polarity': 'neutral', 'term': 'qd pul', 'to': 30}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'neutral'}]"
1064#2,"Juda gavjum, yonidan o'tayotgan ofitsiantlar stolga teginishdi.","[{'from': 32, 'polarity': 'negative', 'term': 'ofitsiantlar', 'to': 44}
 {'from': 5, 'polarity': 'neutral', 'term': 'gavjum', 'to': 11}]","[{'category': 'xizmat', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'neutral'}]"
885#1,Afsuski oldingidek mazali emas,"[{'from': 8, 'polarity': 'negative', 'term': 'oldingidek', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
417#1,"Ha, taom juda mazali","[{'from': 4, 'polarity': 'positive', 'term': 'taom', 'to': 8}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2371#1,Bugun men ushbu restoranda ovqatlanishga qaror qildim.,"[{'from': 16, 'polarity': 'neutral', 'term': 'restoranda', 'to': 26}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2786#2,Narxi biroz qimmat.,"[{'from': 0, 'polarity': 'negative', 'term': 'Narxi', 'to': 5}]","[{'category': 'narx', 'polarity': 'negative'}]"
609#3,"Men ovqatni iste'mol qilmadim, chunki ular taomni almashtirib berismadi, faqat qo'pol shaklda rad etishdi va bahslashishdi.","[{'from': 5, 'polarity': 'negative', 'term': 'ovqatni', 'to': 12}
 {'from': 95, 'polarity': 'negative', 'term': 'rad', 'to': 98}]","[{'category': 'xizmat', 'polarity': 'negative'}
 {'category': 'ovqat', 'polarity': 'negative'}]"
1042#1,Yaqinlaringiz bilan dam olish uchun,"[{'from': 24, 'polarity': 'neutral', 'term': 'olish uchun', 'to': 35}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
1801#1,Bu yerga birodarlarim sayohat qilish uchun olib ketishgan (u maydonga juda yaqin!),"[{'from': 3, 'polarity': 'neutral', 'term': 'yerga', 'to': 8}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1493#1,Chiroyli va shinam joy.,"[{'from': 19, 'polarity': 'positive', 'term': 'joy', 'to': 22}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1007#1,"Ovqat mazali emas, ular juda uzoq vaqt pishirdilar, men o'rnimdan turib ketmoqchi bo'ldim .... Zal juda shovqinli ... Salbiydan tashqari, hech qanday his-tuyg'ular yo'q.","[{'from': 0, 'polarity': 'negative', 'term': 'Ovqat', 'to': 5}
 {'from': 95, 'polarity': 'negative', 'term': 'Zal', 'to': 98}
 {'from': 118, 'polarity': 'negative', 'term': 'Salbiydan', 'to': 127}]","[{'category': 'ovqat', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'negative'}
 {'category': 'boshqalar', 'polarity': 'negative'}]"
2969#3,Pivo - ham o'rtacha.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Pivo', 'to': 4}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1844#1,"Mazali oshxona, toza, tez, sifatli.","[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
1752#1,An'anaviy o'zbek taomlari uchun yaxshi joy.,"[{'from': 39, 'polarity': 'positive', 'term': 'joy', 'to': 42}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1383#1,"Yaxshi o'yin maydonchasi, mazali taomlar, faqat ofitsiantlarning biroz vaqti yo'q.","[{'from': 13, 'polarity': 'positive', 'term': 'maydonchasi', 'to': 24}
 {'from': 33, 'polarity': 'positive', 'term': 'taomlar', 'to': 40}
 {'from': 48, 'polarity': 'negative', 'term': 'ofitsiantlarning', 'to': 64}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
321#2,Bir guruh chet elliklar va bir mahalliy (o‘zbek tilida) bilan keldi.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1717#1,Ofitsiantlar bilan xizmat 0,"[{'from': 19, 'polarity': 'negative', 'term': 'xizmat', 'to': 25}
 {'from': 0, 'polarity': 'negative', 'term': 'Ofitsiantlar', 'to': 12}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2402#2,Hammasi joyida.,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
793#1,"Menga Osh juda yoqdi, lekin narxlar Instagramdagidan biroz farq qiladi.","[{'from': 6, 'polarity': 'positive', 'term': 'Osh', 'to': 9}
 {'from': 28, 'polarity': 'conflict', 'term': 'narxlar', 'to': 35}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'conflict'}]"
2424#1,"Menga restoran juda chiroyli simsim yoqadi va ofitsiant tez xizmat qilishadi, mazali taomlar, ofitsiant mehmonlar tomonidan hurmat qilinadi.","[{'from': 46, 'polarity': 'positive', 'term': 'ofitsiant', 'to': 55}
 {'from': 6, 'polarity': 'positive', 'term': 'restoran', 'to': 14}
 {'from': 85, 'polarity': 'positive', 'term': 'taomlar', 'to': 92}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1509#3,"Mashhur Yaponamama restorani franshizasi bilan solishtirganda, ular sushi va rulonlarning keraksiz to'plamini sizniki bilan aralashtirmaydi.","[{'from': 68, 'polarity': 'neutral', 'term': 'sushi va rulonlarning', 'to': 89}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
342#1,Super menga yoqadi,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1774#2,"Yaxshi xizmat, o'rtacha narxlar","[{'from': 24, 'polarity': 'neutral', 'term': 'narxlar', 'to': 31}
 {'from': 7, 'polarity': 'positive', 'term': 'xizmat', 'to': 13}]","[{'category': 'narx', 'polarity': 'neutral'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
223#5,Suratdagi shshleek 300000 so'm.,"[{'from': 10, 'polarity': 'neutral', 'term': 'shshleek', 'to': 18}]","[{'category': 'narx', 'polarity': 'neutral'}]"
2461#1,Yaxshi joy,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
307#1,Ajoyib joy🔥 albatta sarflagan vaqtingizdan zavq olasiz!,"[{'from': 7, 'polarity': 'positive', 'term': 'joy🔥', 'to': 12}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2309#1,Juda munosib joy.,"[{'from': 13, 'polarity': 'positive', 'term': 'joy', 'to': 16}]","[{'category': 'muhit', 'polarity': 'positive'}]"
773#4,2 soat ichida ham yetkazib berishadimi?,"[{'from': 19, 'polarity': 'neutral', 'term': 'yetkazib berishadimi?', 'to': 40}]","[{'category': 'xizmat', 'polarity': 'neutral'}]"
2856#4,Estalik sovg'alari uchun kitoblarharid qilish mumkin.,"[{'from': 0, 'polarity': 'neutral', 'term': ""Estalik sovg'alari"", 'to': 18}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1879#1,"Ovqat mazali, issiq va qulay, lekin biroz shovqinli.","[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'conflict'}]"
2117#3,Bu safar hammasi o'zgardi.,"[{'from': 9, 'polarity': 'neutral', 'term': 'hammasi', 'to': 16}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2954#3,Zamonaviy,[],"[{'category': 'muhit', 'polarity': 'positive'}]"
2152#3,Xizmat yaxshi,"[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
634#3,Ayniqsa kabob),"[{'from': 8, 'polarity': 'positive', 'term': 'kabob', 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2911#3,"Xizmat tez, xushmuomala xodimlar.","[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}
 {'from': 24, 'polarity': 'positive', 'term': 'xodimlar', 'to': 32}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1082#1,Ajoyib taom.. band joy.,"[{'from': 19, 'polarity': 'negative', 'term': 'joy', 'to': 22}
 {'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'negative'}]"
1453#1,Bu munosib joy.,"[{'from': 11, 'polarity': 'positive', 'term': 'joy', 'to': 14}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2397#2,Men har doim mehmonlarni u yerga olib boraman,"[{'from': 25, 'polarity': 'neutral', 'term': 'u yerga', 'to': 32}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1884#1,"Bugun men singlim bilan bu restoranga bordik, chunki men bu erda ovqatlanishni yaxshi ko'rardim.","[{'from': 27, 'polarity': 'positive', 'term': 'restoranga', 'to': 37}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1416#1,"Bu milliy o'zbek palovining mashhur joyi, biz uni Kobul palovi go'shtli guruch deb ataymiz va yana ko'p narsalarni bugun tekshirib ko'rdim.","[{'from': 36, 'polarity': 'neutral', 'term': 'joyi', 'to': 40}
 {'from': 50, 'polarity': 'neutral', 'term': ""Kobul palovi go'shtli guruch"", 'to': 78}]","[{'category': 'muhit', 'polarity': 'neutral'}
 {'category': 'ovqat', 'polarity': 'neutral'}]"
2725#1,Yaxshi joy!,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
800#1,"Haqiqatan ham chinakam osh qanday tayyorlanishini ko'rish va uni tatib ko'rish uchun ajoyib joy.Qozongayuz kilogrammdan ortiq guruch solingan, aql bovar qilmaydigan ulkan qozonlar qo'yilgan va oshpazlar ularni isitish uchun ochiq olovdan foydalanadilar.","[{'from': 92, 'polarity': 'positive', 'term': 'joy', 'to': 95}
 {'from': 96, 'polarity': 'positive', 'term': 'Qozongayuz', 'to': 106}]","[{'category': 'muhit', 'polarity': 'positive'}]"
492#1,"Mazali, lekin joy juda shovqinli, stullar qulay emas, yorug'lik doimo xira.","[{'from': 14, 'polarity': 'positive', 'term': 'joy', 'to': 17}]","[{'category': 'muhit', 'polarity': 'negative'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
845#1,Yaxshi,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2760#1,Cocoa Delicious juda yaxshi joy,"[{'from': 1, 'polarity': 'positive', 'term': 'Cocoa Delicious', 'to': 16}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1789#2,maslahat beraman.,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2008#1,juda shovqinli va taomning ta'mi oddiy oshxona kabi bo'lib qolgan,"[{'from': 18, 'polarity': 'negative', 'term': 'taomning', 'to': 26}]","[{'category': 'ovqat', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'negative'}]"
570#3,Ikkinchi qavatda faqat 3-4 ofitsiant.,"[{'from': 27, 'polarity': 'neutral', 'term': 'ofitsiant', 'to': 36}]","[{'category': 'xizmat', 'polarity': 'neutral'}]"
2216#3,Mutlaqo tavsiya etilmaydi.,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
399#2,Sho'rlikni yo'qotish uchun siz ko'p suyuqlik ichishingiz kerak,[],"[{'category': 'ovqat', 'polarity': 'neutral'}]"
2253#3,Mahalliy pivo yangi va sovuq.,"[{'from': 0, 'polarity': 'positive', 'term': 'Mahalliy pivo', 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1715#3,Taomlari ham juda mazali😋😋😋😋,"[{'from': 0, 'polarity': 'positive', 'term': 'Taomlari', 'to': 8}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
242#4,Osh 5 evrodan kamroq turadi va siz porsiyaning kattaligidan ko'proq qoniqasiz!,"[{'from': 4, 'polarity': 'neutral', 'term': '5 evrodan kamroq turad', 'to': 26}
 {'from': 35, 'polarity': 'positive', 'term': 'porsiyaning kattaligidan', 'to': 59}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'neutral'}]"
2638#1,"Mana, hind taomlari uchun juda yaxshi joy, bu yerda siz ularni sotib olishingiz mumkin, narxlar arzon va atmosfera yaxshi","[{'from': 88, 'polarity': 'positive', 'term': 'narxlar', 'to': 95}
 {'from': 105, 'polarity': 'positive', 'term': 'atmosfera', 'to': 114}
 {'from': 6, 'polarity': 'positive', 'term': 'hind taomlari', 'to': 19}]","[{'category': 'narx', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1568#2,"Bir marta borganimda sezar salatini yoqtirmadim, tovuq xom yotibdi, ikkinchi marta balki qolgani yaxshidir dedim, amerikalik ikkalasidan ham soch oldi.","[{'from': 27, 'polarity': 'negative', 'term': 'salatini', 'to': 35}
 {'from': 141, 'polarity': 'negative', 'term': 'soch', 'to': 145}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
958#1,"Ajoyib Plav/biriyani.. Qo'zi, tovuq va ot.. yeyishingiz mumkin bo'lgan hamma narsa.. juda mazali.. Ingliz tilida muloqot qilish ishlamasa, qo'zichoq yoki tovuq plavini so'rash uchun Google tasviridan foydalaning.","[{'from': 7, 'polarity': 'positive', 'term': 'Plav/biriyani.', 'to': 21}
 {'from': 23, 'polarity': 'positive', 'term': ""Qo'zi, tovuq va ot"", 'to': 41}
 {'from': 71, 'polarity': 'positive', 'term': 'hamma narsa', 'to': 82}
 {'from': 99, 'polarity': 'neutral', 'term': 'Ingliz tilida', 'to': 112}
 {'from': 182, 'polarity': 'neutral', 'term': 'Google tasviridan', 'to': 199}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'neutral'}]"
305#3,"Men 5 yulduzlarini qo'ydim, lekin shartli ravishda... Agar restaran tanqidni yetarlicha qabul qilsa, ular xizmat sifatini yaxshilashlari kerak, chunki biz bu restoran ekanligini ko'rdik.","[{'from': 6, 'polarity': 'neutral', 'term': 'yulduzlarini', 'to': 18}
 {'from': 106, 'polarity': 'negative', 'term': 'xizmat', 'to': 112}]","[{'category': 'boshqalar', 'polarity': 'neutral'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
340#3,Yuqori narx yorlig'i sabab bo'lishi kerak.,"[{'from': 7, 'polarity': 'negative', 'term': 'narx', 'to': 11}]","[{'category': 'narx', 'polarity': 'negative'}]"
1706#9,Xizmat nol.,"[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1999#1,Bu qahvani sharqda faqat haqiqiy qahvani yaxshi tushunuvchi tushunadi,"[{'from': 3, 'polarity': 'positive', 'term': 'qahvani', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
655#2,Falokat.,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
2970#2,"Ular nafaqat yaxshi oshxonasi, balki o'z ishlariga mas'uliyatli munosabati bilan ham hayratda qolidirishdi.","[{'from': 20, 'polarity': 'positive', 'term': 'oshxonasi', 'to': 29}
 {'from': 35, 'polarity': 'positive', 'term': ""i o'z ishlariga mas'uliyatli"", 'to': 63}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2133#2,To'yimli.,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
1226#1,Hech qachon qo'ng'iroqlarga javob bermaydi.,"[{'from': 12, 'polarity': 'negative', 'term': ""qo'ng'iroqlarga javob"", 'to': 33}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
2176#2,"Yaxshi joy, go'zal papey biftek.","[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}
 {'from': 19, 'polarity': 'positive', 'term': 'papey biftek', 'to': 31}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1263#1,Ajoyib joyda ajoyib tug'ilgan kun bayrami ajoyib bo'ldi,"[{'from': 20, 'polarity': 'positive', 'term': ""tug'ilgan kun bayrami"", 'to': 41}
 {'from': 7, 'polarity': 'positive', 'term': 'joyda', 'to': 12}]","[{'category': 'boshqalar', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
2913#1,Tushlik uchun tashrif buyurdik.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Tushlik', 'to': 7}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
636#1,Yaxshi oshxona.,"[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2150#1,5+ da juda qulay muhit do'stona xodimlar,"[{'from': 17, 'polarity': 'positive', 'term': 'muhit', 'to': 22}
 {'from': 32, 'polarity': 'positive', 'term': 'xodimlar', 'to': 40}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
2837#5,"Xizmatga 5 baho, ofitsiant juda samimiy edi.","[{'from': 0, 'polarity': 'positive', 'term': 'Xizmatga', 'to': 8}
 {'from': 17, 'polarity': 'positive', 'term': 'ofitsiant', 'to': 26}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2581#1,Men hayron bo'ldim.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
49#1,"Gigienik emas, masalan, oshpaz yalang qo‘li bilan mijozning likopchasiga dolma yig‘adi","[{'from': 73, 'polarity': 'neutral', 'term': 'dolma', 'to': 78}
 {'from': 0, 'polarity': 'negative', 'term': 'Gigienik', 'to': 8}]","[{'category': 'muhit', 'polarity': 'negative'}]"
673#1,"Yaxshi joy, lekin ko'pincha oshqozon keyin og'riydi","[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}
 {'from': 28, 'polarity': 'negative', 'term': 'oshqozon', 'to': 36}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'negative'}]"
1038#3,"Ular yaxshi pishiradi, narxlar o'rtacha.","[{'from': 0, 'polarity': 'positive', 'term': 'Ular', 'to': 4}
 {'from': 23, 'polarity': 'neutral', 'term': 'narxlar', 'to': 30}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'neutral'}]"
2956#1,Professional va sifatli taomlar bilan juda original restoran.,"[{'from': 16, 'polarity': 'positive', 'term': 'sifatli taomlar', 'to': 31}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
2115#1,"Eng yaxshi Burrito, juda mazali rahmat !","[{'from': 11, 'polarity': 'positive', 'term': 'Burrito', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
646#8,"Toshkentga tashrif buyuruvchilar ham, aholisi ham ko‘p.","[{'from': 11, 'polarity': 'neutral', 'term': 'tashrif buyuruvchilar ham, aholisi', 'to': 45}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2539#1,Kosmik oshxona!,"[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2660#4,"Ular spirtli ichimliklarni saqlamaydilar, lekin agar siz xoxlasangiz olib kelib berishadi.","[{'from': 5, 'polarity': 'neutral', 'term': 'spirtli ichimliklarni', 'to': 26}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
92#2,"Ular hamma joyda o'zlarining tripadvisor nuqtasiga ega bo'lib, ular bu eng yaxshi restoran ekani bilan faxrlanishadi.","[{'from': 30, 'polarity': 'neutral', 'term': 'ripadvisor nuqtasiga', 'to': 50}
 {'from': 82, 'polarity': 'positive', 'term': 'restoran', 'to': 90}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2762#3,Xizmat ham ancha yaxshilashgan: bizning ofitsiantimiz o'z vazifalarini a'lo darajada bajardi.,"[{'from': 32, 'polarity': 'positive', 'term': 'bizning ofitsiantimiz', 'to': 53}
 {'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1553#4,Biz esa foydalanmayotgan narsamiz uchun pul to‘ladik.,"[{'from': 25, 'polarity': 'negative', 'term': 'narsamiz', 'to': 33}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
490#3,Qulay qulay.,[],"[{'category': 'muhit', 'polarity': 'positive'}]"
279#2,Chiroyli mazali taom.,"[{'from': 16, 'polarity': 'positive', 'term': 'taom', 'to': 20}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
